fecha,sku_id,nombre_producto,categoria,plataforma,unidades_vendidas,precio_venta,pvp_base,coste_unitario,margen_bruto,descuento_pct,promocion_activa,stock_disponible,precio_decathlon,precio_ortoweb,precio_medicalexpo,precio_comp_min,precio_comp_avg,precio_comp_max,dia_semana,mes,semana_anio,es_festivo,es_blackfriday,es_navidad,ingreso_estimado,margen_estimado_eur,var_precio_comp_min_7d,alerta_bajada_competidor,ventas_lag_1,ventas_lag_7,ventas_lag_30,ventas_media_7d,ventas_media_30d,ratio_precio_mercado,diferencia_precio_min,diferencia_precio_avg
2024-10-04,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,5,24.38,24.9,9.5,14.88,0.021,0,214,21.82,26.25,24.35,21.82,24.14,26.25,4,10,40,0,0,0,511.98,312.48,-0.1251,1,16.0,24.0,11.0,6.0,6.47,1.0099,2.56,0.24
2024-10-05,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,4,24.38,24.9,9.5,14.88,0.021,0,210,22.32,21.95,24.16,21.95,22.81,24.16,5,10,40,0,0,0,463.22,282.72,-0.0997,1,21.0,11.0,20.0,5.43,6.4,1.0688,2.43,1.57
2024-10-06,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,6,24.38,24.9,9.5,14.88,0.021,0,204,20.88,24.07,22.99,20.88,22.65,24.07,6,10,40,0,0,0,341.32,208.32,-0.1412,1,19.0,7.0,9.0,5.29,6.3,1.0764,3.5,1.73
2024-10-07,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,10,24.38,24.9,9.5,14.88,0.021,0,194,22.8,23.11,22.21,22.21,22.71,23.11,0,10,41,0,0,0,511.98,312.48,-0.0698,1,14.0,17.0,10.0,5.57,6.13,1.0735,2.17,1.67
2024-10-08,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,9,24.38,24.9,9.5,14.88,0.021,0,185,23.44,23.08,23.05,23.05,23.19,23.44,1,10,41,0,0,0,414.46,252.96,-0.0328,0,21.0,17.0,13.0,6.29,6.23,1.0513,1.33,1.19
2024-10-09,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,9,24.38,24.9,9.5,14.88,0.021,0,176,23.34,26.23,22.85,22.85,24.14,26.23,2,10,41,0,0,0,463.22,282.72,-0.0215,0,17.0,13.0,20.0,6.29,6.33,1.0099,1.53,0.24
2024-10-10,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,11,25.36,24.9,9.5,15.86,0.0,0,165,22.75,22.43,22.7,22.43,22.63,22.75,3,10,41,0,0,0,355.04,222.04,-0.0072,0,19.0,16.0,17.0,6.43,6.4,1.1206,2.93,2.73
2024-10-11,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,3,25.36,24.9,9.5,15.86,0.0,0,162,22.33,26.81,22.58,22.33,23.91,26.81,4,10,41,0,0,0,278.96,174.46,-0.0924,1,14.0,21.0,19.0,7.71,6.5,1.0606,3.03,1.45
2024-10-12,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,9,25.36,24.9,9.5,15.86,0.0,0,153,20.32,24.47,21.46,20.32,22.08,24.47,5,10,41,0,0,0,380.4,237.9,-0.2403,1,11.0,19.0,18.0,7.43,6.3,1.1486,5.04,3.28
2024-10-13,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,12,25.36,24.9,9.5,15.86,0.0,0,141,20.4,24.87,25.85,20.4,23.71,25.85,6,10,41,0,0,0,380.4,237.9,-0.2115,1,15.0,14.0,21.0,8.14,6.4,1.0696,4.96,1.65
2024-10-14,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,11,25.36,24.9,9.5,15.86,0.0,0,130,24.87,26.53,22.31,22.31,24.57,26.53,0,10,42,0,0,0,355.04,222.04,-0.0023,0,15.0,21.0,17.0,9.0,6.53,1.0322,3.05,0.79
2024-10-15,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,7,25.36,24.9,9.5,15.86,0.0,0,123,23.13,26.59,22.49,22.49,24.07,26.59,1,10,42,0,0,0,608.64,380.64,-0.1166,1,14.0,17.0,9.0,9.14,6.8,1.0536,2.87,1.29
2024-10-16,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,8,25.36,24.9,9.5,15.86,0.0,0,115,24.18,23.6,24.23,23.6,24.0,24.23,2,10,42,0,0,0,583.28,364.78,0.0137,0,24.0,19.0,21.0,8.86,6.8,1.0567,1.76,1.36
2024-10-17,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,9,25.36,24.9,9.5,15.86,0.0,0,106,21.92,22.22,21.38,21.38,21.84,22.22,3,10,42,0,0,0,329.68,206.18,-0.1477,1,23.0,14.0,12.0,8.71,6.97,1.1612,3.98,3.52
2024-10-18,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,4,25.36,24.9,9.5,15.86,0.0,0,102,23.26,22.01,22.47,22.01,22.58,23.26,4,10,42,0,0,0,431.12,269.62,-0.0921,1,13.0,11.0,12.0,8.43,7.13,1.1231,3.35,2.78
2024-10-19,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,8,25.36,24.9,9.5,15.86,0.0,0,394,21.74,26.02,25.54,21.74,24.43,26.02,5,10,42,0,0,0,253.6,158.6,-0.1646,1,17.0,15.0,20.0,8.57,7.07,1.0381,3.62,0.93
2024-10-20,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,8,23.43,24.9,9.5,13.93,0.059,1,386,22.28,24.27,24.56,22.28,23.7,24.56,6,10,42,0,0,0,210.87,125.37,-0.171,1,10.0,15.0,17.0,8.43,7.03,0.9886,1.15,-0.27
2024-10-21,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,7,23.43,24.9,9.5,13.93,0.059,1,379,22.22,22.75,25.3,22.22,23.42,25.3,0,10,43,0,0,0,374.88,222.88,-0.0834,1,9.0,14.0,21.0,7.86,7.0,1.0004,1.21,0.01
2024-10-22,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,5,23.43,24.9,9.5,13.93,0.059,1,374,20.05,26.64,21.68,20.05,22.79,26.64,1,10,43,0,0,0,538.89,320.39,-0.1751,1,16.0,24.0,13.0,7.29,6.97,1.0281,3.38,0.64
2024-10-23,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,7,23.43,24.9,9.5,13.93,0.059,1,367,23.38,26.12,26.08,23.38,25.19,26.12,2,10,43,0,0,0,304.59,181.09,-0.1301,1,23.0,23.0,21.0,7.0,6.93,0.9301,0.05,-1.76
2024-10-24,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,7,23.43,24.9,9.5,13.93,0.059,1,360,23.97,25.94,24.45,23.97,24.79,25.94,3,10,43,0,0,0,328.02,195.02,-0.0622,1,13.0,13.0,16.0,6.86,6.9,0.9451,-0.54,-1.36
2024-10-25,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,7,23.64,24.9,9.5,14.14,0.051,1,353,22.63,21.95,24.67,21.95,23.08,24.67,4,10,43,0,0,0,591.0,353.5,-0.0869,1,14.0,17.0,13.0,6.57,7.0,1.0243,1.69,0.56
2024-10-26,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,3,23.64,24.9,9.5,14.14,0.051,1,350,23.39,25.06,24.44,23.39,24.3,25.06,5,10,43,0,0,0,307.32,183.82,-0.0886,1,25.0,10.0,15.0,7.0,7.1,0.9728,0.25,-0.66
2024-10-27,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,3,23.64,24.9,9.5,14.14,0.051,1,347,22.88,23.73,21.18,21.18,22.6,23.73,6,10,43,0,0,0,330.96,197.96,-0.2148,1,13.0,9.0,24.0,6.29,7.03,1.046,2.46,1.04
2024-10-28,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,6,23.64,24.9,9.5,14.14,0.051,1,341,24.33,25.61,24.13,24.13,24.69,25.61,0,10,44,0,0,0,401.88,240.38,0.0245,0,14.0,16.0,11.0,5.57,6.83,0.9575,-0.49,-1.05
2024-10-29,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,10,23.64,24.9,9.5,14.14,0.051,1,331,23.68,26.59,23.87,23.68,24.71,26.59,1,10,44,0,0,0,212.76,127.26,-0.0964,1,17.0,23.0,7.0,5.43,6.87,0.9567,-0.04,-1.07
2024-10-30,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,9,23.64,24.9,9.5,14.14,0.051,1,322,21.49,22.64,25.02,21.49,23.05,25.02,2,10,44,0,0,0,449.16,268.66,-0.0602,1,9.0,13.0,17.0,6.14,7.07,1.0256,2.15,0.59
2024-10-31,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,3,23.64,24.9,9.5,14.14,0.051,1,319,24.67,23.49,25.27,23.49,24.48,25.27,3,10,44,0,0,0,307.32,183.82,-0.1059,1,19.0,14.0,17.0,6.43,7.2,0.9657,0.15,-0.84
2024-11-01,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,6,23.64,24.9,9.5,14.14,0.051,1,313,20.12,26.41,23.16,20.12,23.23,26.41,4,11,44,0,0,0,425.52,254.52,-0.1012,1,13.0,25.0,13.0,5.86,7.0,1.0176,3.52,0.41
2024-11-02,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,10,23.64,24.9,9.5,14.14,0.051,1,303,20.3,24.34,25.94,20.3,23.53,25.94,5,11,44,0,0,0,425.52,254.52,-0.232,1,18.0,13.0,16.0,5.71,6.93,1.0047,3.34,0.11
2024-11-03,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,8,23.64,24.9,9.5,14.14,0.051,1,295,24.43,26.04,22.48,22.48,24.32,26.04,6,11,44,0,0,0,425.52,254.52,0.0069,0,18.0,14.0,21.0,6.71,7.2,0.972,1.16,-0.68
2024-11-04,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,11,23.64,24.9,9.5,14.14,0.051,1,284,20.83,22.34,21.95,20.83,21.71,22.34,0,11,45,0,0,0,449.16,268.66,-0.0534,1,18.0,17.0,19.0,7.43,7.3,1.0889,2.81,1.93
2024-11-05,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,13,23.64,24.9,9.5,14.14,0.051,1,271,21.31,25.34,24.13,21.31,23.59,25.34,1,11,45,0,0,0,520.08,311.08,-0.0395,0,19.0,9.0,14.0,8.14,7.53,1.0021,2.33,0.05
2024-11-06,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,12,23.64,24.9,9.5,14.14,0.051,1,259,20.94,25.35,23.37,20.94,23.22,25.35,2,11,45,0,0,0,496.44,296.94,-0.1847,1,22.0,19.0,21.0,8.57,7.77,1.0181,2.7,0.42
2024-11-07,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,9,23.64,24.9,9.5,14.14,0.051,1,250,21.43,23.68,25.25,21.43,23.45,25.25,3,11,45,0,0,0,378.24,226.24,-0.1102,1,21.0,13.0,17.0,9.0,7.83,1.0081,2.21,0.19
2024-11-08,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,14,23.64,24.9,9.5,14.14,0.051,1,236,22.82,22.53,22.84,22.53,22.73,22.84,4,11,45,0,0,0,496.44,296.94,-0.0982,1,16.0,18.0,19.0,9.86,7.83,1.04,1.11,0.91
2024-11-09,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,8,23.64,24.9,9.5,14.14,0.051,1,228,21.07,22.32,24.15,21.07,22.51,24.15,5,11,45,0,0,0,401.88,240.38,-0.2331,1,21.0,18.0,14.0,11.0,8.0,1.0502,2.57,1.13
2024-11-10,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,11,23.64,24.9,9.5,14.14,0.051,1,217,24.14,25.33,25.66,24.14,25.04,25.66,6,11,45,0,0,0,520.08,311.08,0.0599,0,17.0,18.0,11.0,10.71,7.9,0.9441,-0.5,-1.4
2024-11-11,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,11,23.64,24.9,9.5,14.14,0.051,1,206,23.04,24.52,25.81,23.04,24.46,25.81,0,11,46,0,0,0,401.88,240.38,-0.1214,1,22.0,19.0,15.0,11.14,8.17,0.9665,0.6,-0.82
2024-11-12,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,11,23.64,24.9,9.5,14.14,0.051,1,195,22.44,23.84,22.54,22.44,22.94,23.84,1,11,46,0,0,0,661.92,395.92,0.0126,0,17.0,22.0,15.0,11.14,8.23,1.0305,1.2,0.7
2024-11-13,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,13,23.64,24.9,9.5,14.14,0.051,1,182,23.82,23.79,22.36,22.36,23.32,23.82,2,11,46,0,0,0,520.08,311.08,-0.1649,1,28.0,21.0,14.0,10.86,8.2,1.0137,1.28,0.32
2024-11-14,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,6,23.64,24.9,9.5,14.14,0.051,1,176,23.09,24.91,22.14,22.14,23.38,24.91,3,11,46,0,0,0,401.88,240.38,-0.0386,0,22.0,16.0,24.0,11.0,8.27,1.0111,1.5,0.26
2024-11-15,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,10,23.64,24.9,9.5,14.14,0.051,1,166,20.6,25.9,25.02,20.6,23.84,25.9,4,11,46,0,0,0,638.28,381.78,-0.2422,1,17.0,21.0,23.0,10.57,8.23,0.9916,3.04,-0.2
2024-11-16,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,8,23.64,24.9,9.5,14.14,0.051,1,158,23.29,24.25,23.3,23.29,23.61,24.25,5,11,46,0,0,0,283.68,169.68,0.0201,0,27.0,17.0,13.0,10.0,8.3,1.0013,0.35,0.03
2024-11-17,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,6,23.64,24.9,9.5,14.14,0.051,1,152,23.23,24.03,24.18,23.23,23.81,24.18,6,11,46,0,0,0,449.16,268.66,-0.0165,0,12.0,22.0,17.0,10.0,8.27,0.9929,0.41,-0.17
2024-11-18,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,22,23.64,24.9,9.5,14.14,0.051,1,130,23.42,25.58,25.2,23.42,24.73,25.58,0,11,47,0,1,0,780.12,466.62,0.0617,0,19.0,17.0,10.0,9.29,8.33,0.9559,0.22,-1.09
2024-11-19,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,13,23.64,24.9,9.5,14.14,0.051,1,117,23.6,24.56,25.64,23.6,24.6,25.64,1,11,47,0,1,0,851.04,509.04,0.0151,0,33.0,28.0,9.0,10.86,8.8,0.961,0.04,-0.96
2024-11-20,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,20,23.64,24.9,9.5,14.14,0.051,1,397,24.21,24.03,24.79,24.03,24.34,24.79,2,11,47,0,1,0,567.36,339.36,-0.0013,0,36.0,22.0,16.0,11.14,8.97,0.9712,-0.39,-0.7
2024-11-21,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,15,23.64,24.9,9.5,14.14,0.051,1,382,24.11,25.15,23.87,23.87,24.38,25.15,3,11,47,0,1,0,780.12,466.62,0.0696,0,24.0,17.0,23.0,12.14,9.4,0.9696,-0.23,-0.74
2024-11-22,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,15,23.64,24.9,9.5,14.14,0.051,1,367,23.51,22.15,24.24,22.15,23.3,24.24,4,11,47,0,1,0,1158.36,692.86,-0.0914,1,33.0,27.0,13.0,13.43,9.73,1.0146,1.49,0.34
2024-11-23,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,15,23.64,24.9,9.5,14.14,0.051,1,352,23.65,22.65,25.15,22.65,23.82,25.15,5,11,47,0,1,0,756.48,452.48,0.0132,0,49.0,12.0,14.0,14.14,10.0,0.9924,0.99,-0.18
2024-11-24,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,18,23.64,24.9,9.5,14.14,0.051,1,334,21.3,24.21,23.77,21.3,23.09,24.21,6,11,47,0,1,0,661.92,395.92,-0.1316,1,32.0,19.0,25.0,15.14,10.27,1.0238,2.34,0.55
2024-11-25,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,8,23.64,24.9,9.5,14.14,0.051,1,326,20.11,22.84,21.19,20.11,21.38,22.84,0,11,48,0,0,0,425.52,254.52,-0.252,1,28.0,33.0,13.0,16.86,10.63,1.1057,3.53,2.26
2024-11-26,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,14,23.64,24.9,9.5,14.14,0.051,1,312,22.34,23.55,25.43,22.34,23.77,25.43,1,11,48,0,0,0,567.36,339.36,-0.0888,1,18.0,36.0,14.0,14.86,10.8,0.9945,1.3,-0.13
2024-11-27,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,12,23.64,24.9,9.5,14.14,0.051,1,300,23.21,22.15,22.57,22.15,22.64,23.21,2,11,48,0,0,0,472.8,282.8,0.0032,0,24.0,24.0,17.0,15.0,11.17,1.0442,1.49,1.0
2024-11-28,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,7,23.64,24.9,9.5,14.14,0.051,1,293,20.1,25.4,24.93,20.1,23.48,25.4,3,11,48,0,0,0,520.08,311.08,-0.1499,1,20.0,33.0,9.0,13.86,11.37,1.0068,3.54,0.16
2024-11-29,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,10,23.64,24.9,9.5,14.14,0.051,1,283,21.01,24.51,23.41,21.01,22.98,24.51,4,11,48,0,0,0,496.44,296.94,-0.0801,1,22.0,49.0,19.0,12.71,11.27,1.0287,2.63,0.66
2024-11-30,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,5,23.64,24.9,9.5,14.14,0.051,1,278,22.21,22.28,23.85,22.21,22.78,23.85,5,11,48,0,0,0,354.6,212.1,-0.0599,1,21.0,32.0,13.0,12.0,11.3,1.0378,1.43,0.86
2024-12-01,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,9,23.64,24.9,9.5,14.14,0.051,1,269,23.93,26.5,25.34,23.93,25.26,26.5,6,12,48,0,0,0,330.96,197.96,-0.0301,0,15.0,28.0,18.0,10.57,11.37,0.9359,-0.29,-1.62
2024-12-02,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,9,23.64,24.9,9.5,14.14,0.051,1,260,22.82,23.91,22.13,22.13,22.95,23.91,0,12,49,0,0,0,283.68,169.68,-0.1282,1,14.0,18.0,18.0,9.29,11.47,1.0301,1.51,0.69
2024-12-03,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,9,23.64,24.9,9.5,14.14,0.051,1,251,21.83,25.48,22.25,21.83,23.19,25.48,1,12,49,0,0,0,449.16,268.66,-0.1611,1,12.0,24.0,18.0,9.43,11.43,1.0194,1.81,0.45
2024-12-04,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,5,23.64,24.9,9.5,14.14,0.051,1,246,20.15,22.31,24.52,20.15,22.33,24.52,2,12,49,0,0,0,425.52,254.52,-0.1734,1,19.0,20.0,19.0,8.71,11.47,1.0587,3.49,1.31
2024-12-05,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,10,23.64,24.9,9.5,14.14,0.051,1,236,21.41,25.47,24.6,21.41,23.83,25.47,3,12,49,0,0,0,709.2,424.2,-0.0401,0,18.0,22.0,22.0,7.71,11.27,0.992,2.23,-0.19
2024-12-06,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,8,23.64,24.9,9.5,14.14,0.051,1,228,21.22,24.19,22.27,21.22,22.56,24.19,4,12,49,0,0,0,567.36,339.36,-0.1456,1,30.0,21.0,21.0,8.14,11.17,1.0479,2.42,1.08
2024-12-07,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,7,23.64,24.9,9.5,14.14,0.051,1,221,20.65,26.87,24.24,20.65,23.92,26.87,5,12,49,0,0,0,401.88,240.38,-0.0785,1,24.0,15.0,16.0,7.86,11.03,0.9883,2.99,-0.28
2024-12-08,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,8,23.64,24.9,9.5,14.14,0.051,1,213,21.77,26.54,21.72,21.72,23.34,26.54,6,12,49,0,0,0,638.28,381.78,-0.1161,1,17.0,14.0,21.0,8.14,10.97,1.0129,1.92,0.3
2024-12-09,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,6,23.64,24.9,9.5,14.14,0.051,1,207,21.82,23.43,25.1,21.82,23.45,25.1,0,12,50,0,0,0,520.08,311.08,-0.0066,0,27.0,12.0,17.0,8.0,10.77,1.0081,1.82,0.19
2024-12-10,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,9,23.64,24.9,9.5,14.14,0.051,1,198,22.19,22.06,23.09,22.06,22.45,23.09,1,12,50,0,0,0,425.52,254.52,-0.2103,1,22.0,19.0,22.0,7.57,10.7,1.053,1.58,1.19
2024-12-11,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,12,23.64,24.9,9.5,14.14,0.051,1,186,24.02,26.65,23.6,23.6,24.76,26.65,2,12,50,0,0,0,472.8,282.8,-0.0964,1,18.0,18.0,17.0,7.57,10.63,0.9548,0.04,-1.12
2024-12-12,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,9,23.64,24.9,9.5,14.14,0.051,1,177,22.64,24.41,23.61,22.64,23.55,24.41,3,12,50,0,0,0,449.16,268.66,0.0273,0,20.0,30.0,28.0,8.57,10.67,1.0038,1.0,0.09
2024-12-13,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,12,23.64,24.9,9.5,14.14,0.051,1,165,21.71,25.49,22.79,21.71,23.33,25.49,4,12,50,0,0,0,496.44,296.94,-0.1183,1,19.0,24.0,22.0,8.43,10.6,1.0133,1.93,0.31
2024-12-14,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,8,23.64,24.9,9.5,14.14,0.051,1,157,21.09,24.99,22.47,21.09,22.85,24.99,5,12,50,0,0,0,378.24,226.24,-0.2092,1,21.0,17.0,17.0,9.0,10.57,1.0346,2.55,0.79
2024-12-15,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,6,23.64,24.9,9.5,14.14,0.051,1,151,24.5,25.43,21.28,21.28,23.74,25.43,6,12,50,0,0,0,378.24,226.24,-0.176,1,16.0,27.0,27.0,9.14,10.63,0.9958,2.36,-0.1
2024-12-16,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,11,23.64,24.9,9.5,14.14,0.051,1,140,23.23,25.67,23.79,23.23,24.23,25.67,0,12,51,0,0,0,780.12,466.62,-0.0455,0,16.0,22.0,12.0,8.86,10.5,0.9757,0.41,-0.59
2024-12-17,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,14,23.64,24.9,9.5,14.14,0.051,1,126,20.44,26.49,21.51,20.44,22.81,26.49,1,12,51,0,0,0,472.8,282.8,-0.089,1,33.0,18.0,19.0,9.57,10.6,1.0364,3.2,0.83
2024-12-18,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,10,23.64,24.9,9.5,14.14,0.051,1,116,22.22,22.52,24.52,22.22,23.09,24.52,2,12,51,0,0,0,520.08,311.08,-0.1689,1,20.0,20.0,33.0,10.29,10.87,1.0238,1.42,0.55
2024-12-19,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,14,23.64,24.9,9.5,14.14,0.051,1,102,23.78,26.66,25.49,23.78,25.31,26.66,3,12,51,0,0,0,614.64,367.64,-0.0071,0,22.0,19.0,36.0,10.0,10.47,0.934,-0.14,-1.67
2024-12-20,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,9,23.64,24.9,9.5,14.14,0.051,1,393,23.36,22.56,24.18,22.56,23.37,24.18,4,12,51,0,0,1,685.56,410.06,0.0086,0,26.0,21.0,24.0,10.71,10.5,1.0116,1.08,0.27
2024-12-21,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,13,23.64,24.9,9.5,14.14,0.051,1,380,22.49,25.24,21.78,21.78,23.17,25.24,5,12,51,0,0,1,661.92,395.92,-0.1782,1,29.0,16.0,33.0,10.29,10.13,1.0203,1.86,0.47
2024-12-22,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,7,23.64,24.9,9.5,14.14,0.051,1,373,20.27,22.66,24.84,20.27,22.59,24.84,6,12,51,0,0,1,638.28,381.78,-0.1898,1,28.0,16.0,49.0,11.0,10.07,1.0465,3.37,1.05
2024-12-23,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,15,23.64,24.9,9.5,14.14,0.051,1,358,23.89,23.83,24.87,23.83,24.2,24.87,0,12,52,0,0,1,851.04,509.04,-0.0066,0,27.0,33.0,32.0,11.14,9.8,0.9769,-0.19,-0.56
2024-12-24,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,14,23.64,24.9,9.5,14.14,0.051,1,344,24.02,26.5,24.56,24.02,25.03,26.5,1,12,52,0,0,1,780.12,466.62,0.0303,0,36.0,20.0,28.0,11.71,9.8,0.9445,-0.38,-1.39
2024-12-25,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,14,23.64,24.9,9.5,14.14,0.051,1,330,22.63,23.24,22.18,22.18,22.68,23.24,2,12,52,0,0,1,827.4,494.9,-0.1807,1,33.0,22.0,18.0,11.71,9.67,1.0423,1.46,0.96
2024-12-26,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,15,23.64,24.9,9.5,14.14,0.051,1,315,20.47,22.88,24.01,20.47,22.45,24.01,3,12,52,0,0,1,803.76,480.76,-0.126,1,35.0,26.0,24.0,12.29,9.87,1.053,3.17,1.19
2024-12-27,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,15,23.64,24.9,9.5,14.14,0.051,1,300,20.31,22.39,22.88,20.31,21.86,22.88,4,12,52,0,0,1,756.48,452.48,-0.2143,1,34.0,29.0,20.0,12.43,9.9,1.0814,3.33,1.78
2024-12-28,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,10,23.64,24.9,9.5,14.14,0.051,1,290,21.66,25.12,23.04,21.66,23.27,25.12,5,12,52,0,0,1,685.56,410.06,-0.1335,1,32.0,28.0,22.0,13.29,10.0,1.0159,1.98,0.37
2024-12-29,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,13,23.64,24.9,9.5,14.14,0.051,1,277,22.43,25.8,24.83,22.43,24.35,25.8,6,12,52,0,0,1,543.72,325.22,-0.052,1,29.0,27.0,21.0,12.86,10.1,0.9708,1.21,-0.71
2024-12-30,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,18,23.64,24.9,9.5,14.14,0.051,1,259,23.57,25.4,23.9,23.57,24.29,25.4,0,12,1,0,0,1,567.36,339.36,0.012,0,23.0,36.0,15.0,13.71,10.2,0.9732,0.07,-0.65
2024-12-31,BAS-001,Bastón aluminio regulable antideslizante,Bastones,Amazon,12,23.64,24.9,9.5,14.14,0.051,1,247,24.63,25.69,21.77,21.77,24.03,25.69,1,12,1,0,0,1,756.48,452.48,-0.0179,0,24.0,33.0,14.0,14.14,10.63,0.9838,1.87,-0.39
2023-01-31,BAS-002,Bastón cuatro puntos apoyo aluminio,Bastones,Amazon,6,34.94,34.9,13.5,21.44,0.0,0,309,33.35,35.18,31.62,31.62,33.38,35.18,1,1,5,0,0,0,628.92,385.92,-0.0822,1,25.0,22.0,25.0,,,1.0467,3.32,1.56
